code_geo,code_commune,libelle_commune,annee,inscrits,abstentions,votants,exprimes,pct_abstention,nom_cand1,nom_cand2,nom_cand3,nom_cand4,nom_cand5,pct_cand1,pct_cand2,pct_cand3,pct_cand4,pct_cand5,bloc_cand1,bloc_cand2,bloc_cand3,bloc_cand4,bloc_cand5,pct_CENTRE,pct_DIVERS,pct_DROITE,pct_GAUCHE,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,nb_faits_total,population_municipale,population_totale,bloc_vainqueur,cible_binaire,nom_vainqueur
59050,00050,Bas-Lieu,2022,237,38,199,192,16.03,LE PEN,MACRON,MÉLENCHON,PÉCRESSE,ZEMMOUR,35.94,31.77,10.94,6.77,3.65,DROITE,CENTRE,GAUCHE,DROITE,DROITE,31.77,3.12,47.4,17.71,3.3,24480.0,48.32,0.0,0.0,339,347,DROITE,0,LE PEN
59053,00053,Bavay,2022,2285,636,1649,1605,27.83,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,38.38,25.3,13.83,8.54,4.36,DROITE,CENTRE,GAUCHE,DROITE,DROITE,25.3,2.18,52.71,19.81,17.34,20510.0,55.55,34.88,113.0,3246,3306,DROITE,0,LE PEN
59062,00062,Beaurieux,2022,103,16,87,85,15.53,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,JADOT,32.94,30.59,11.76,5.88,4.71,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,30.59,1.18,45.88,22.35,7.69,22770.0,54.31,0.0,0.0,164,171,DROITE,0,LE PEN
59065,00065,Bellignies,2022,618,167,451,444,27.02,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,37.61,25.9,16.22,5.86,4.28,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,25.9,1.35,48.65,24.1,14.47,23270.0,49.92,0.0,0.0,809,827,DROITE,0,LE PEN
59066,00066,Bérelles,2022,118,26,92,90,22.03,LE PEN,ZEMMOUR,MACRON,MÉLENCHON,LASSALLE,42.22,18.89,16.67,7.78,5.56,DROITE,DROITE,CENTRE,GAUCHE,DIVERS,16.67,5.56,64.44,13.33,0.0,23480.0,43.44,0.0,0.0,162,167,DROITE,0,LE PEN
59070,00070,Bermeries,2022,271,68,203,200,25.09,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,33.0,20.5,14.0,8.5,6.5,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.5,5.5,51.0,23.0,9.88,24140.0,53.95,3.24,5.0,378,381,DROITE,0,LE PEN
59072,00072,Bersillies,2022,178,39,139,136,21.91,MACRON,LE PEN,MÉLENCHON,ZEMMOUR,PÉCRESSE,34.56,33.82,13.24,4.41,2.94,CENTRE,DROITE,GAUCHE,DROITE,DROITE,34.56,2.21,42.65,20.59,9.85,26420.0,45.13,0.0,0.0,250,252,CENTRE,1,MACRON
59076,00076,Bettignies,2022,211,48,163,159,22.75,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,ZEMMOUR,41.51,24.53,15.09,6.29,3.14,DROITE,CENTRE,GAUCHE,DROITE,DROITE,24.53,2.52,53.46,19.5,22.56,20020.0,40.82,0.0,0.0,309,314,DROITE,0,LE PEN
59077,00077,Bettrechies,2022,183,38,145,145,20.77,LE PEN,MACRON,MÉLENCHON,LASSALLE,PÉCRESSE,35.86,22.07,13.79,7.59,5.52,DROITE,CENTRE,GAUCHE,DIVERS,DROITE,22.07,7.59,48.28,22.07,8.0,21650.0,60.44,0.0,0.0,258,264,DROITE,0,LE PEN
59078,00078,Beugnies,2022,452,100,352,347,22.12,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,36.02,27.38,14.12,5.48,3.75,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,27.38,2.02,46.11,24.5,19.99,22250.0,53.07,0.0,0.0,611,617,DROITE,0,LE PEN
59101,00101,Bousignies-sur-Roc,2022,214,68,146,145,31.78,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,DUPONT-AIGNAN,33.79,19.31,11.72,11.03,6.21,DROITE,CENTRE,GAUCHE,DROITE,DROITE,19.31,2.07,55.17,23.45,19.0,21990.0,46.97,0.0,0.0,376,387,DROITE,0,LE PEN
59104,00104,Boussois,2022,2080,526,1554,1529,25.29,LE PEN,MÉLENCHON,MACRON,ROUSSEL,ZEMMOUR,45.72,19.69,16.68,5.82,3.79,DROITE,GAUCHE,CENTRE,GAUCHE,DROITE,16.68,1.31,52.52,29.5,16.67,19240.0,48.23,10.51,33.0,3157,3181,DROITE,0,LE PEN
59142,00142,Cerfontaine,2022,533,155,378,376,29.08,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,43.88,23.67,11.7,7.18,5.32,DROITE,CENTRE,GAUCHE,DROITE,DROITE,23.67,0.8,57.98,17.55,9.37,24510.0,48.61,0.0,0.0,688,698,DROITE,0,LE PEN
59147,00147,Choisies,2022,50,11,39,38,22.0,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,LASSALLE,28.95,28.95,10.53,10.53,7.89,DROITE,CENTRE,GAUCHE,DROITE,DIVERS,28.95,7.89,52.63,10.53,11.11,23030.0,60.47,0.0,0.0,46,48,DROITE,0,LE PEN
59148,00148,Clairfayts,2022,245,82,163,162,33.47,LE PEN,MACRON,MÉLENCHON,PÉCRESSE,ZEMMOUR,44.44,16.05,14.2,7.41,4.94,DROITE,CENTRE,GAUCHE,DROITE,DROITE,16.05,2.47,58.64,22.84,17.86,22640.0,53.14,0.0,0.0,363,364,DROITE,0,LE PEN
59151,00151,Colleret,2022,1206,353,853,834,29.27,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,46.04,20.74,10.91,8.27,2.76,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.74,2.52,59.35,17.39,6.67,22560.0,48.86,0.0,0.0,1573,1595,DROITE,0,LE PEN
59157,00157,Cousolre,2022,1443,416,1027,1002,28.83,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,42.32,21.86,13.17,7.58,4.69,DROITE,CENTRE,GAUCHE,DROITE,DROITE,21.86,1.6,57.39,19.16,17.73,20440.0,48.68,15.28,33.0,2169,2188,DROITE,0,LE PEN
59169,00169,Damousies,2022,162,35,127,123,21.6,LE PEN,MACRON,ZEMMOUR,PÉCRESSE,MÉLENCHON,39.02,30.08,8.13,7.32,5.69,DROITE,CENTRE,DROITE,DROITE,GAUCHE,30.08,4.07,56.1,9.76,15.79,19920.0,49.7,0.0,0.0,206,211,DROITE,0,LE PEN
59174,00174,Dimechaux,2022,246,60,186,182,24.39,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,JADOT,35.16,27.47,8.79,7.69,7.14,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,27.47,3.85,51.1,17.58,0.0,24080.0,52.59,0.0,0.0,326,340,DROITE,0,LE PEN
59175,00175,Dimont,2022,242,51,191,190,21.07,MACRON,LE PEN,MÉLENCHON,PÉCRESSE,ZEMMOUR,33.68,26.32,13.16,7.89,5.79,CENTRE,DROITE,GAUCHE,DROITE,DROITE,33.68,3.16,43.16,20.0,11.23,23760.0,49.57,0.0,0.0,303,314,CENTRE,1,MACRON
59177,00177,Dompierre-sur-Helpe,2022,655,182,473,462,27.79,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,38.31,22.73,15.15,5.41,4.76,DROITE,CENTRE,GAUCHE,DROITE,DROITE,22.73,3.46,50.87,22.94,8.31,21650.0,51.65,0.0,0.0,859,873,DROITE,0,LE PEN
59181,00181,Dourlers,2022,411,84,327,321,20.44,LE PEN,MACRON,ZEMMOUR,MÉLENCHON,PÉCRESSE,33.96,29.28,8.72,8.1,5.61,DROITE,CENTRE,DROITE,GAUCHE,DROITE,29.28,2.8,52.65,15.26,8.14,24490.0,55.59,0.0,0.0,539,545,DROITE,0,LE PEN
59186,00186,Eccles,2022,64,15,49,49,23.44,LE PEN,MACRON,MÉLENCHON,LASSALLE,PÉCRESSE,26.53,16.33,12.24,10.2,10.2,DROITE,CENTRE,GAUCHE,DIVERS,DROITE,16.33,10.2,53.06,20.41,0.0,23030.0,47.37,0.0,0.0,88,90,DROITE,0,LE PEN
59190,00190,Elesmes,2022,738,135,603,583,18.29,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,37.39,25.04,13.38,8.4,4.29,DROITE,CENTRE,GAUCHE,DROITE,DROITE,25.04,2.4,51.29,21.27,7.6,26150.0,51.89,0.0,0.0,992,1006,DROITE,0,LE PEN
59198,00198,Eppe-Sauvage,2022,149,49,100,98,32.89,LE PEN,MÉLENCHON,MACRON,PÉCRESSE,ZEMMOUR,28.57,21.43,19.39,7.14,7.14,DROITE,GAUCHE,CENTRE,DROITE,DROITE,19.39,1.02,44.9,34.69,15.91,23030.0,56.6,0.0,0.0,234,234,DROITE,0,LE PEN
59225,00225,Feignies,2022,4554,1399,3155,3105,30.72,LE PEN,MÉLENCHON,MACRON,ZEMMOUR,ROUSSEL,40.71,22.48,18.39,5.73,3.09,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,18.39,2.16,49.95,29.5,20.89,19550.0,51.51,32.85,221.0,6752,6820,DROITE,0,LE PEN
59226,00226,Felleries,2022,927,224,703,693,24.16,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,37.95,24.1,14.86,5.48,4.04,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,24.1,3.03,49.49,23.38,16.87,21730.0,58.53,0.0,0.0,1455,1469,DROITE,0,LE PEN
59229,00229,Féron,2022,429,87,342,331,20.28,MACRON,LE PEN,MÉLENCHON,ZEMMOUR,PÉCRESSE,31.12,30.51,17.22,4.83,4.23,CENTRE,DROITE,GAUCHE,DROITE,DROITE,31.12,2.11,43.2,23.56,9.31,22470.0,56.12,0.0,0.0,527,546,CENTRE,1,MACRON
59230,00230,Ferrière-la-Grande,2022,3743,1122,2621,2579,29.98,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,46.57,19.74,15.86,5.39,2.75,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,19.74,1.47,56.34,22.45,18.91,19240.0,50.94,26.71,138.0,5202,5254,DROITE,0,LE PEN
59231,00231,Ferrière-la-Petite,2022,776,207,569,561,26.68,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,40.82,17.11,16.4,8.38,3.74,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,17.11,2.85,53.83,26.2,20.01,20640.0,50.42,4.79,5.0,1062,1066,DROITE,0,LE PEN
59232,00232,La Flamengrie,2022,317,52,265,258,16.4,LE PEN,MACRON,MÉLENCHON,JADOT,DUPONT-AIGNAN,32.56,27.91,13.57,5.81,4.26,DROITE,CENTRE,GAUCHE,GAUCHE,DROITE,27.91,3.49,43.41,25.19,12.65,25620.0,56.81,0.0,0.0,435,443,DROITE,0,LE PEN
59233,00233,Flaumont-Waudrechies,2022,270,73,197,195,27.04,LE PEN,MACRON,MÉLENCHON,PÉCRESSE,LASSALLE,43.08,21.54,18.46,4.1,3.08,DROITE,CENTRE,GAUCHE,DROITE,DIVERS,21.54,3.08,51.28,24.1,24.18,20600.0,49.24,0.0,0.0,351,354,DROITE,0,LE PEN
59240,00240,Floursies,2022,107,16,91,90,14.95,LE PEN,MACRON,MÉLENCHON,LASSALLE,JADOT,36.67,23.33,14.44,8.89,5.56,DROITE,CENTRE,GAUCHE,DIVERS,GAUCHE,23.33,8.89,43.33,24.44,13.33,24000.0,57.89,0.0,0.0,127,130,DROITE,0,LE PEN
59249,00249,Fourmies,2022,8516,3079,5437,5342,36.16,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,45.21,20.76,15.39,4.74,3.2,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,20.76,1.89,53.93,23.42,28.18,16810.0,53.99,48.66,561.0,11456,11632,DROITE,0,LE PEN
59261,00261,Glageon,2022,1103,295,808,787,26.75,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,45.74,22.74,12.58,5.59,3.81,DROITE,CENTRE,GAUCHE,DROITE,DROITE,22.74,2.54,56.8,17.92,23.55,18450.0,50.28,12.7,22.0,1739,1769,DROITE,0,LE PEN
59264,00264,Gognies-Chaussée,2022,558,203,355,353,36.38,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,DUPONT-AIGNAN,35.98,26.91,14.73,8.5,3.4,DROITE,CENTRE,GAUCHE,DROITE,DROITE,26.91,2.27,49.29,21.53,3.03,23430.0,51.33,0.0,0.0,727,738,DROITE,0,LE PEN
59277,00277,Gussignies,2022,176,49,127,127,27.84,MACRON,LE PEN,MÉLENCHON,ZEMMOUR,JADOT,37.01,25.2,15.75,5.51,3.94,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,37.01,2.36,33.86,26.77,19.23,25410.0,50.58,0.0,0.0,347,350,CENTRE,1,MACRON
59306,00306,Hestrud,2022,187,60,127,124,32.09,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,LASSALLE,28.23,27.42,12.9,8.06,5.65,DROITE,CENTRE,GAUCHE,DROITE,DIVERS,27.42,5.65,45.97,20.97,15.93,21660.0,49.41,0.0,0.0,296,299,DROITE,0,LE PEN
59310,00310,Hon-Hergies,2022,470,108,362,355,22.98,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,DUPONT-AIGNAN,37.18,24.51,14.08,6.76,5.07,DROITE,CENTRE,GAUCHE,DROITE,DROITE,24.51,2.82,53.24,19.44,7.89,26090.0,56.88,5.69,5.0,866,876,DROITE,0,LE PEN
59315,00315,Houdain-lez-Bavay,2022,657,197,460,446,29.98,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,36.55,23.09,13.68,8.52,3.59,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,23.09,2.69,51.57,22.65,10.09,23570.0,55.09,0.0,0.0,901,913,DROITE,0,LE PEN
59324,00324,Jeumont,2022,6590,2607,3983,3922,39.56,LE PEN,MÉLENCHON,MACRON,ZEMMOUR,ROUSSEL,40.13,25.91,17.49,5.02,2.37,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,17.49,1.27,48.73,32.51,29.29,16910.0,48.67,45.36,466.0,10342,10433,DROITE,0,LE PEN
59342,00342,Lez-Fontaine,2022,162,20,142,141,12.35,MACRON,LE PEN,MÉLENCHON,ZEMMOUR,LASSALLE,29.08,25.53,20.57,10.64,4.26,CENTRE,DROITE,GAUCHE,DROITE,DIVERS,29.08,4.26,42.55,24.11,0.0,23880.0,52.6,0.0,0.0,227,233,CENTRE,1,MACRON
59347,00347,Liessies,2022,394,95,299,293,24.11,LE PEN,MÉLENCHON,MACRON,JADOT,ROUSSEL,36.18,19.8,19.45,5.12,3.75,DROITE,GAUCHE,CENTRE,GAUCHE,GAUCHE,19.45,2.73,45.39,32.42,9.62,23010.0,50.68,0.0,0.0,531,547,DROITE,0,LE PEN
59357,00357,La Longueville,2022,1580,406,1174,1157,25.7,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,37.17,24.37,13.74,8.3,3.8,DROITE,CENTRE,GAUCHE,DROITE,DROITE,24.37,3.37,50.99,21.26,7.17,22690.0,53.39,12.13,25.0,2065,2092,DROITE,0,LE PEN
59365,00365,Louvroil,2022,3623,1246,2377,2346,34.39,MÉLENCHON,LE PEN,MACRON,ZEMMOUR,ROUSSEL,40.75,32.65,12.36,4.35,3.92,GAUCHE,DROITE,CENTRE,DROITE,GAUCHE,12.36,1.15,39.6,46.89,23.49,15180.0,54.63,68.05,431.0,6357,6397,GAUCHE,1,MÉLENCHON
59370,00370,Mairieux,2022,524,143,381,374,27.29,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,36.1,30.48,11.23,7.49,5.35,DROITE,CENTRE,GAUCHE,DROITE,DROITE,30.48,1.34,50.53,17.65,8.46,26820.0,53.51,0.0,0.0,699,710,DROITE,0,LE PEN
59385,00385,Marpent,2022,1669,535,1134,1120,32.06,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,45.62,17.68,17.23,6.07,3.66,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,17.68,1.61,55.36,25.36,17.74,19210.0,45.53,20.01,53.0,2654,2676,DROITE,0,LE PEN
59392,00392,Maubeuge,2022,18354,6801,11553,11389,37.05,MÉLENCHON,LE PEN,MACRON,ZEMMOUR,PÉCRESSE,34.77,31.26,18.54,5.16,2.11,GAUCHE,DROITE,CENTRE,DROITE,DROITE,18.54,1.25,39.66,40.55,27.75,16320.0,56.69,65.69,1897.0,29066,29344,GAUCHE,1,MÉLENCHON
59396,00396,Mecquignies,2022,477,81,396,389,16.98,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,41.13,22.37,11.31,8.48,5.66,DROITE,CENTRE,GAUCHE,DROITE,DROITE,22.37,2.57,57.84,17.22,5.63,24280.0,57.98,0.0,0.0,705,716,DROITE,0,LE PEN
59420,00420,Moustier-en-Fagne,2022,38,7,31,30,18.42,MÉLENCHON,MACRON,LE PEN,JADOT,PÉCRESSE,30.0,23.33,16.67,10.0,6.67,GAUCHE,CENTRE,DROITE,GAUCHE,DROITE,23.33,3.33,30.0,43.33,0.0,23030.0,67.35,0.0,0.0,60,62,GAUCHE,1,MÉLENCHON
59441,00441,Obies,2022,534,133,401,394,24.91,MACRON,LE PEN,MÉLENCHON,ZEMMOUR,PÉCRESSE,32.74,30.96,10.91,8.12,4.82,CENTRE,DROITE,GAUCHE,DROITE,DROITE,32.74,1.78,46.7,18.78,4.35,24980.0,52.78,0.0,0.0,649,655,CENTRE,1,MACRON
59442,00442,Obrechies,2022,245,46,199,196,18.78,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,41.84,26.53,10.71,6.63,3.06,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,26.53,2.55,53.06,17.86,0.0,26620.0,52.82,0.0,0.0,273,279,DROITE,0,LE PEN
59445,00445,Ohain,2022,918,281,637,622,30.61,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,LASSALLE,45.66,19.29,15.59,5.47,3.22,DROITE,CENTRE,GAUCHE,DROITE,DIVERS,19.29,3.22,55.63,21.86,17.66,20620.0,53.01,0.0,0.0,1188,1206,DROITE,0,LE PEN
59483,00483,Quiévelon,2022,114,30,84,81,26.32,LE PEN,MACRON,ZEMMOUR,PÉCRESSE,MÉLENCHON,34.57,30.86,13.58,7.41,6.17,DROITE,CENTRE,DROITE,DROITE,GAUCHE,30.86,2.47,59.26,7.41,15.38,23170.0,51.96,0.0,0.0,137,139,DROITE,0,LE PEN
59493,00493,Ramousies,2022,176,41,135,127,23.3,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,45.67,25.2,12.6,6.3,3.94,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,25.2,1.57,55.12,18.11,5.26,20630.0,48.52,0.0,0.0,227,228,DROITE,0,LE PEN
59495,00495,Recquignies,2022,1720,637,1083,1064,37.03,LE PEN,MÉLENCHON,MACRON,ZEMMOUR,ROUSSEL,48.03,17.29,14.94,7.05,4.51,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.94,2.16,58.55,24.34,16.58,18560.0,48.22,12.61,30.0,2420,2436,DROITE,0,LE PEN
59514,00514,Rousies,2022,2789,646,2143,2107,23.16,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,39.91,20.65,15.9,8.31,3.37,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,20.65,1.99,53.39,23.97,14.74,21260.0,52.77,33.12,133.0,4043,4095,DROITE,0,LE PEN
59529,00529,Saint-Aubin,2022,252,59,193,188,23.41,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,LASSALLE,32.98,24.47,14.36,9.57,5.32,DROITE,CENTRE,GAUCHE,DROITE,DIVERS,24.47,5.32,48.94,21.28,3.38,25130.0,53.7,0.0,0.0,347,355,DROITE,0,LE PEN
59534,00534,Saint-Hilaire-sur-Helpe,2022,558,126,432,420,22.58,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,JADOT,33.57,23.57,17.14,5.95,3.81,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,23.57,3.1,45.48,27.86,10.31,21320.0,54.87,0.0,0.0,800,823,DROITE,0,LE PEN
59548,00548,Saint-Waast,2022,505,97,408,396,19.21,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,LASSALLE,35.1,22.73,16.67,11.36,4.04,DROITE,CENTRE,GAUCHE,DROITE,DIVERS,22.73,4.04,51.01,22.22,5.84,24400.0,51.49,0.0,0.0,658,668,DROITE,0,LE PEN
59555,00555,Sars-Poteries,2022,997,346,651,635,34.7,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,42.2,23.15,16.06,5.2,2.52,DROITE,CENTRE,GAUCHE,DROITE,DROITE,23.15,2.2,51.97,22.68,18.08,18120.0,50.35,8.5,12.0,1420,1434,DROITE,0,LE PEN
59562,00562,Sémeries,2022,427,87,340,334,20.37,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,36.83,24.55,12.28,6.29,5.09,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,24.55,3.89,47.9,23.65,11.32,22490.0,49.16,0.0,0.0,533,540,DROITE,0,LE PEN
59563,00563,Semousies,2022,204,52,152,148,25.49,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,39.86,29.73,11.49,6.76,5.41,DROITE,CENTRE,GAUCHE,DROITE,DROITE,29.73,2.03,53.38,14.86,5.0,26140.0,49.7,0.0,0.0,232,238,DROITE,0,LE PEN
59572,00572,Solre-le-Château,2022,1281,395,886,866,30.84,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,35.1,28.98,15.82,5.31,4.97,DROITE,CENTRE,GAUCHE,DROITE,DROITE,28.98,1.39,46.65,22.98,20.06,20420.0,53.2,7.26,13.0,1776,1796,DROITE,0,LE PEN
59573,00573,Solrinnes,2022,91,22,69,68,24.18,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,JADOT,42.65,22.06,10.29,8.82,5.88,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,22.06,1.47,58.82,17.65,7.69,24580.0,50.49,0.0,0.0,143,146,DROITE,0,LE PEN
59583,00583,Taisnières-en-Thiérache,2022,377,101,276,269,26.79,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,LASSALLE,44.61,15.61,11.15,8.55,6.32,DROITE,CENTRE,GAUCHE,DROITE,DIVERS,15.61,6.32,57.99,20.07,7.15,22420.0,53.62,0.0,0.0,476,480,DROITE,0,LE PEN
59584,00584,Taisnières-sur-Hon,2022,595,172,423,417,28.91,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,35.25,28.78,12.47,11.03,3.36,DROITE,CENTRE,GAUCHE,DROITE,DROITE,28.78,2.16,50.12,18.94,4.73,26230.0,55.2,0.0,0.0,962,974,DROITE,0,LE PEN
59601,00601,Trélon,2022,1857,622,1235,1215,33.49,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,47.65,22.96,12.18,5.51,2.39,DROITE,CENTRE,GAUCHE,DROITE,DROITE,22.96,2.22,56.79,18.02,14.46,19420.0,56.93,21.2,56.0,2679,2746,DROITE,0,LE PEN
59618,00618,Vieux-Reng,2022,539,124,415,413,23.01,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,DUPONT-AIGNAN,47.94,18.16,14.04,7.99,2.66,DROITE,CENTRE,GAUCHE,DROITE,DROITE,18.16,0.48,61.02,20.34,12.72,21470.0,45.1,0.0,0.0,907,913,DROITE,0,LE PEN
59627,00627,Villers-Sire-Nicole,2022,713,213,500,487,29.87,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,47.23,20.53,10.06,6.78,5.34,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.53,1.64,61.6,16.22,12.76,22460.0,46.73,0.0,0.0,1006,1016,DROITE,0,LE PEN
59633,00633,Wallers-en-Fagne,2022,199,37,162,157,18.59,LE PEN,MACRON,ZEMMOUR,MÉLENCHON,JADOT,47.13,22.29,8.28,7.01,3.82,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,22.29,2.55,60.51,14.65,11.06,23110.0,48.86,0.0,0.0,280,287,DROITE,0,LE PEN
59649,00649,Wattignies-la-Victoire,2022,208,28,180,177,13.46,MACRON,LE PEN,PÉCRESSE,MÉLENCHON,LASSALLE,33.9,28.81,10.17,7.91,5.08,CENTRE,DROITE,DROITE,GAUCHE,DIVERS,33.9,5.08,45.2,15.82,15.63,24550.0,48.84,0.0,0.0,241,246,CENTRE,1,MACRON
59659,00659,Wignehies,2022,2038,681,1357,1325,33.42,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,ROUSSEL,45.58,18.34,16.0,4.98,4.08,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,18.34,2.42,55.32,23.92,23.97,17480.0,54.46,25.24,71.0,2821,2839,DROITE,0,LE PEN
59661,00661,Willies,2022,91,16,75,74,17.58,LE PEN,MÉLENCHON,MACRON,ZEMMOUR,DUPONT-AIGNAN,28.38,27.03,18.92,6.76,4.05,DROITE,GAUCHE,CENTRE,DROITE,DROITE,18.92,1.35,40.54,39.19,20.0,17550.0,50.0,0.0,0.0,131,133,DROITE,0,LE PEN
59152,00152,Comines,2022,9744,3206,6538,6413,32.9,LE PEN,MACRON,MÉLENCHON,ZEMMOUR,PÉCRESSE,31.56,27.79,18.4,6.22,4.15,DROITE,CENTRE,GAUCHE,DROITE,DROITE,27.79,1.72,43.85,26.65,11.52,22310.0,56.71,30.52,386.0,12671,12751,DROITE,0,LE PEN
59173,00173,Deûlémont,2022,1501,353,1148,1122,23.52,MACRON,LE PEN,MÉLENCHON,ZEMMOUR,PÉCRESSE,35.74,27.45,13.19,6.42,4.9,CENTRE,DROITE,GAUCHE,DROITE,DROITE,35.74,1.96,41.98,20.32,7.85,26320.0,56.84,3.33,6.0,1819,1844,CENTRE,1,MACRON
59328,00328,Lambersart,2022,20485,4967,15518,15268,24.25,MACRON,MÉLENCHON,LE PEN,JADOT,ZEMMOUR,39.74,21.28,11.68,7.78,6.34,CENTRE,GAUCHE,DROITE,GAUCHE,DROITE,39.74,1.39,24.88,34.0,9.06,28160.0,71.47,36.08,978.0,27121,27563,CENTRE,1,MACRON
59356,00356,Lompret,2022,1779,300,1479,1454,16.86,MACRON,LE PEN,MÉLENCHON,ZEMMOUR,PÉCRESSE,45.05,12.59,12.59,8.32,7.77,CENTRE,DROITE,GAUCHE,DROITE,DROITE,45.05,1.03,30.61,23.31,9.28,34540.0,70.99,18.43,40.0,2182,2227,CENTRE,1,MACRON
59368,00368,La Madeleine,2022,15739,4179,11560,11368,26.55,MACRON,MÉLENCHON,LE PEN,JADOT,ZEMMOUR,36.2,24.87,13.33,7.42,6.18,CENTRE,GAUCHE,DROITE,GAUCHE,DROITE,36.2,1.44,25.35,37.01,11.95,25270.0,73.65,46.3,1026.0,22488,22665,CENTRE,1,MACRON
59386,00386,Marquette-lez-Lille,2022,7854,2069,5785,5672,26.34,MACRON,LE PEN,MÉLENCHON,JADOT,ZEMMOUR,34.17,24.28,20.08,5.04,5.01,CENTRE,DROITE,GAUCHE,GAUCHE,DROITE,34.17,1.3,33.8,30.73,8.77,24500.0,63.99,39.71,465.0,11213,11277,CENTRE,1,MACRON
